"Date,""Price"",""Open"",""High"",""Low"",""Vol."",""Change %"""
"01/22/2020,""4.7757"",""4.7790"",""4.7821"",""4.7748"",""105.21K"",""0.01%"""
"01/21/2020,""4.7752"",""4.7784"",""4.7823"",""4.7754"",""92.59K"",""0.00%"""
"01/20/2020,""4.7751"",""4.7788"",""4.7853"",""4.7755"",""75.24K"",""0.02%"""
"01/17/2020,""4.7742"",""4.7786"",""4.7838"",""4.7764"",""86.50K"",""-0.01%"""
"01/16/2020,""4.7746"",""4.7807"",""4.7840"",""4.7760"",""97.41K"",""-0.04%"""
"01/15/2020,""4.7763"",""4.7811"",""4.7837"",""4.7769"",""109.26K"",""-0.01%"""
"01/14/2020,""4.7769"",""4.7782"",""4.7840"",""4.7757"",""107.90K"",""0.05%"""
"01/13/2020,""4.7745"",""4.7813"",""4.7850"",""4.7754"",""89.15K"",""-0.03%"""
"01/10/2020,""4.7758"",""4.7795"",""4.7854"",""4.7755"",""89.08K"",""-0.01%"""
"01/09/2020,""4.7761"",""4.7771"",""4.7829"",""4.7741"",""98.06K"",""0.06%"""
"01/08/2020,""4.7733"",""4.7789"",""4.7810"",""4.7712"",""121.05K"",""-0.04%"""
"01/07/2020,""4.7753"",""4.7758"",""4.7817"",""4.7721"",""103.07K"",""0.04%"""
"01/06/2020,""4.7733"",""4.7753"",""4.7817"",""4.7677"",""80.87K"",""0.08%"""
"01/03/2020,""4.7693"",""4.7803"",""4.7852"",""4.7689"",""84.34K"",""-0.17%"""
"01/02/2020,""4.7776"",""4.7915"",""4.7927"",""4.7774"",""53.08K"",""-0.21%"""
"01/01/2020,""4.7878"",""4.7880"",""4.7941"",""4.7827"",""0.93K"",""0.09%"""
"12/31/2019,""4.7836"",""4.7856"",""4.7902"",""4.7766"",""68.52K"",""0.06%"""
"12/30/2019,""4.7809"",""4.7838"",""4.8007"",""4.7759"",""71.64K"",""-0.03%"""
"12/27/2019,""4.7821"",""4.7819"",""4.7864"",""4.7768"",""67.99K"",""0.07%"""
"12/26/2019,""4.7789"",""4.7793"",""4.7830"",""4.7778"",""36.04K"",""0.08%"""
"12/25/2019,""4.7750"",""4.7806"",""4.7947"",""4.7776"",""20.78K"",""-0.03%"""
"12/24/2019,""4.7763"",""4.7804"",""4.7830"",""4.7761"",""81.93K"",""0.00%"""
"12/23/2019,""4.7763"",""4.7716"",""4.7821"",""4.7662"",""72.18K"",""0.19%"""
"12/20/2019,""4.7674"",""4.7655"",""4.7776"",""4.7624"",""72.59K"",""0.12%"""
"12/19/2019,""4.7618"",""4.7725"",""4.7775"",""4.7623"",""78.23K"",""-0.15%"""
"12/18/2019,""4.7690"",""4.7785"",""4.7818"",""4.7555"",""87.83K"",""-0.13%"""
"12/17/2019,""4.7751"",""4.7757"",""4.7816"",""4.7703"",""88.53K"",""0.07%"""
"12/16/2019,""4.7719"",""4.7821"",""4.7829"",""4.7698"",""74.70K"",""-0.06%"""
"12/13/2019,""4.7749"",""4.7807"",""4.7927"",""4.7751"",""109.56K"",""-0.04%"""
"12/12/2019,""4.7767"",""4.7818"",""4.7846"",""4.7754"",""95.67K"",""-0.02%"""
"12/11/2019,""4.7775"",""4.7788"",""4.7852"",""4.7766"",""88.60K"",""0.03%"""
"12/10/2019,""4.7759"",""4.7786"",""4.7836"",""4.7750"",""84.99K"",""0.01%"""
"12/09/2019,""4.7755"",""4.7773"",""4.7837"",""4.7746"",""63.14K"",""0.00%"""
"12/06/2019,""4.7755"",""4.7790"",""4.7846"",""4.7694"",""69.91K"",""-0.01%"""
"12/05/2019,""4.7762"",""4.7774"",""4.7828"",""4.7737"",""78.87K"",""0.06%"""
"12/04/2019,""4.7731"",""4.7771"",""4.7820"",""4.7706"",""94.89K"",""-0.01%"""
"12/03/2019,""4.7738"",""4.7761"",""4.7828"",""4.7739"",""96.35K"",""0.03%"""
"12/02/2019,""4.7725"",""4.7803"",""4.7869"",""4.7737"",""84.42K"",""-0.09%"""
"11/29/2019,""4.7769"",""4.7927"",""4.7944"",""4.7765"",""78.36K"",""-0.25%"""
"11/28/2019,""4.7887"",""4.8050"",""4.8091"",""4.7767"",""86.53K"",""-0.28%"""
"11/27/2019,""4.8022"",""4.7814"",""4.8083"",""4.7743"",""91.25K"",""0.52%"""
"11/26/2019,""4.7772"",""4.7734"",""4.7838"",""4.7703"",""92.00K"",""0.15%"""
"11/25/2019,""4.7702"",""4.7770"",""4.7797"",""4.7685"",""84.93K"",""-0.07%"""
"11/22/2019,""4.7735"",""4.7786"",""4.7828"",""4.7692"",""93.48K"",""-0.02%"""
"11/21/2019,""4.7743"",""4.7839"",""4.7853"",""4.7745"",""105.73K"",""-0.12%"""
"11/20/2019,""4.7802"",""4.7762"",""4.7856"",""4.7727"",""105.99K"",""0.16%"""
"11/19/2019,""4.7728"",""4.7748"",""4.7799"",""4.7720"",""91.37K"",""0.02%"""
"11/18/2019,""4.7719"",""4.7698"",""4.7786"",""4.7668"",""89.21K"",""0.13%"""
"11/15/2019,""4.7656"",""4.7677"",""4.7722"",""4.7637"",""94.93K"",""0.04%"""
"11/14/2019,""4.7638"",""4.7635"",""4.7719"",""4.7614"",""97.45K"",""0.06%"""
"11/13/2019,""4.7609"",""4.7635"",""4.7679"",""4.7606"",""96.94K"",""0.02%"""
"11/12/2019,""4.7598"",""4.7635"",""4.7667"",""4.7598"",""90.59K"",""-0.02%"""
"11/11/2019,""4.7606"",""4.7653"",""4.7712"",""4.7598"",""69.47K"",""0.01%"""
"11/08/2019,""4.7602"",""4.7596"",""4.7671"",""4.7572"",""84.45K"",""0.09%"""
"11/07/2019,""4.7559"",""4.7613"",""4.7658"",""4.7566"",""113.34K"",""-0.03%"""
"11/06/2019,""4.7571"",""4.7568"",""4.7661"",""4.7523"",""105.19K"",""0.07%"""
"11/05/2019,""4.7536"",""4.7536"",""4.7604"",""4.7493"",""124.10K"",""0.08%"""
"11/04/2019,""4.7500"",""4.7524"",""4.7585"",""4.7493"",""100.02K"",""-0.01%"""
"11/01/2019,""4.7507"",""4.7552"",""4.7601"",""4.7494"",""100.59K"",""-0.01%"""
"10/31/2019,""4.7513"",""4.7595"",""4.7618"",""4.7476"",""115.60K"",""-0.07%"""
"10/30/2019,""4.7548"",""4.7568"",""4.7627"",""4.7533"",""103.64K"",""0.03%"""
"10/29/2019,""4.7532"",""4.7551"",""4.7612"",""4.7515"",""88.22K"",""0.03%"""
"10/28/2019,""4.7516"",""4.7544"",""4.7600"",""4.7506"",""73.88K"",""0.04%"""
"10/25/2019,""4.7497"",""4.7564"",""4.7602"",""4.7499"",""94.05K"",""-0.07%"""
"10/24/2019,""4.7531"",""4.7554"",""4.7607"",""4.7481"",""107.08K"",""0.03%"""
"10/23/2019,""4.7516"",""4.7610"",""4.7642"",""4.7534"",""109.86K"",""-0.13%"""
"10/22/2019,""4.7576"",""4.7585"",""4.7674"",""4.7558"",""106.68K"",""0.05%"""
"10/21/2019,""4.7550"",""4.7445"",""4.7627"",""4.7419"",""98.34K"",""0.05%"""
"10/18/2019,""4.7527"",""4.7540"",""4.7607"",""4.7502"",""103.26K"",""0.07%"""
"10/17/2019,""4.7493"",""4.7546"",""4.7598"",""4.7503"",""118.80K"",""-0.02%"""
"10/16/2019,""4.7504"",""4.7551"",""4.7614"",""4.7495"",""121.90K"",""-0.03%"""
"10/15/2019,""4.7518"",""4.7537"",""4.7621"",""4.7494"",""123.23K"",""0.02%"""
"10/14/2019,""4.7508"",""4.7565"",""4.7592"",""4.7498"",""92.81K"",""-0.04%"""
"10/11/2019,""4.7529"",""4.7620"",""4.7642"",""4.7493"",""119.04K"",""-0.12%"""
"10/10/2019,""4.7587"",""4.7488"",""4.7648"",""4.7463"",""121.96K"",""0.30%"""
"10/09/2019,""4.7445"",""4.7499"",""4.7546"",""4.7457"",""106.02K"",""-0.02%"""
"10/08/2019,""4.7455"",""4.7468"",""4.7572"",""4.7435"",""111.26K"",""0.05%"""
"10/07/2019,""4.7430"",""4.7448"",""4.7513"",""4.7435"",""90.14K"",""0.02%"""
"10/04/2019,""4.7419"",""4.7492"",""4.7525"",""4.7418"",""105.21K"",""-0.07%"""
"10/03/2019,""4.7454"",""4.7460"",""4.7608"",""4.7440"",""103.76K"",""0.06%"""
"10/02/2019,""4.7426"",""4.7463"",""4.7534"",""4.7439"",""87.76K"",""0.01%"""
"10/01/2019,""4.7419"",""4.7453"",""4.7604"",""4.7386"",""101.94K"",""0.01%"""
"09/30/2019,""4.7412"",""4.7562"",""4.7684"",""4.7404"",""88.90K"",""-0.23%"""
"09/27/2019,""4.7520"",""4.7490"",""4.7620"",""4.7445"",""108.66K"",""0.13%"""
"09/26/2019,""4.7456"",""4.7468"",""4.7524"",""4.7429"",""123.24K"",""0.06%"""
"09/25/2019,""4.7428"",""4.7508"",""4.7540"",""4.7411"",""116.70K"",""-0.09%"""
"09/24/2019,""4.7471"",""4.7497"",""4.7531"",""4.7453"",""113.53K"",""0.05%"""
"09/23/2019,""4.7449"",""4.7495"",""4.7572"",""4.7463"",""98.08K"",""-0.07%"""
"09/20/2019,""4.7480"",""4.7456"",""4.7561"",""4.7404"",""106.61K"",""0.13%"""
"09/19/2019,""4.7418"",""4.7431"",""4.7549"",""4.7368"",""112.38K"",""0.03%"""
"09/18/2019,""4.7402"",""4.7347"",""4.7468"",""4.7306"",""114.10K"",""0.21%"""
"09/17/2019,""4.7305"",""4.7334"",""4.7399"",""4.7272"",""122.78K"",""0.00%"""
"09/16/2019,""4.7304"",""4.7396"",""4.7421"",""4.7305"",""105.78K"",""-0.01%"""
"09/13/2019,""4.7307"",""4.7361"",""4.7451"",""4.7294"",""128.15K"",""-0.04%"""
"09/12/2019,""4.7324"",""4.7365"",""4.7576"",""4.7259"",""135.22K"",""-0.01%"""
"09/11/2019,""4.7327"",""4.7316"",""4.7383"",""4.7289"",""116.65K"",""0.09%"""
"09/10/2019,""4.7286"",""4.7292"",""4.7369"",""4.7270"",""113.88K"",""0.06%"""
"09/09/2019,""4.7259"",""4.7315"",""4.7365"",""4.7261"",""94.60K"",""-0.04%"""
"09/06/2019,""4.7277"",""4.7302"",""4.7374"",""4.7265"",""120.76K"",""0.02%"""
"09/05/2019,""4.7269"",""4.7275"",""4.7345"",""4.7241"",""129.39K"",""0.05%"""
"09/04/2019,""4.7245"",""4.7284"",""4.7340"",""4.7236"",""133.37K"",""-0.01%"""
"09/03/2019,""4.7248"",""4.7235"",""4.7351"",""4.7191"",""138.89K"",""0.12%"""
"09/02/2019,""4.7192"",""4.7256"",""4.7306"",""4.7119"",""96.24K"",""-0.07%"""
"08/30/2019,""4.7226"",""4.7270"",""4.7340"",""4.7214"",""124.78K"",""0.00%"""
"08/29/2019,""4.7225"",""4.7277"",""4.7358"",""4.7235"",""122.32K"",""-0.04%"""
"08/28/2019,""4.7243"",""4.7330"",""4.7386"",""4.7220"",""129.11K"",""-0.11%"""
"08/27/2019,""4.7296"",""4.7298"",""4.7413"",""4.7255"",""123.03K"",""0.09%"""
"08/26/2019,""4.7255"",""4.7231"",""4.7323"",""4.7181"",""122.96K"",""0.14%"""
"08/23/2019,""4.7191"",""4.7221"",""4.7250"",""4.7175"",""118.53K"",""0.00%"""
"08/22/2019,""4.7189"",""4.7235"",""4.7302"",""4.7174"",""116.74K"",""-0.02%"""
"08/21/2019,""4.7198"",""4.7291"",""4.7319"",""4.7182"",""120.65K"",""-0.11%"""
"08/20/2019,""4.7250"",""4.7306"",""4.7341"",""4.7214"",""112.48K"",""-0.02%"""
"08/19/2019,""4.7260"",""4.7265"",""4.7362"",""4.7224"",""93.98K"",""0.08%"""
"08/16/2019,""4.7223"",""4.7250"",""4.7365"",""4.7228"",""109.38K"",""0.02%"""
"08/15/2019,""4.7214"",""4.7196"",""4.7309"",""4.7171"",""117.43K"",""0.11%"""
"08/14/2019,""4.7161"",""4.7197"",""4.7270"",""4.7158"",""134.78K"",""0.00%"""
"08/13/2019,""4.7160"",""4.7236"",""4.7294"",""4.7169"",""132.99K"",""-0.08%"""
"08/12/2019,""4.7196"",""4.7267"",""4.7297"",""4.7185"",""104.17K"",""-0.04%"""
"08/09/2019,""4.7213"",""4.7238"",""4.7305"",""4.7211"",""125.18K"",""0.01%"""
"08/08/2019,""4.7206"",""4.7291"",""4.7417"",""4.7180"",""146.92K"",""-0.10%"""
"08/07/2019,""4.7251"",""4.7288"",""4.7354"",""4.7263"",""142.07K"",""0.02%"""
"08/06/2019,""4.7241"",""4.7305"",""4.7352"",""4.7257"",""146.76K"",""-0.07%"""
"08/05/2019,""4.7272"",""4.7228"",""4.7375"",""4.7212"",""133.37K"",""0.13%"""
"08/02/2019,""4.7211"",""4.7369"",""4.7398"",""4.7233"",""121.76K"",""-0.26%"""
"08/01/2019,""4.7333"",""4.7290"",""4.7411"",""4.7242"",""139.84K"",""0.16%"""
"07/31/2019,""4.7256"",""4.7317"",""4.7373"",""4.7190"",""115.21K"",""-0.05%"""
"07/30/2019,""4.7278"",""4.7302"",""4.7354"",""4.7264"",""111.41K"",""0.01%"""
"07/29/2019,""4.7274"",""4.7200"",""4.7337"",""4.7183"",""91.15K"",""0.25%"""
"07/26/2019,""4.7158"",""4.7242"",""4.7295"",""4.7182"",""94.63K"",""-0.11%"""
"07/25/2019,""4.7210"",""4.7204"",""4.7320"",""4.7168"",""110.23K"",""0.09%"""
"07/24/2019,""4.7166"",""4.7214"",""4.7239"",""4.7141"",""118.66K"",""-0.01%"""
"07/23/2019,""4.7172"",""4.7219"",""4.7246"",""4.7175"",""115.20K"",""-0.02%"""
"07/22/2019,""4.7183"",""4.7230"",""4.7300"",""4.7175"",""89.82K"",""-0.05%"""
"07/19/2019,""4.7207"",""4.7311"",""4.7357"",""4.7225"",""128.90K"",""-0.13%"""
"07/18/2019,""4.7268"",""4.7326"",""4.7365"",""4.7278"",""126.28K"",""-0.05%"""
"07/17/2019,""4.7290"",""4.7302"",""4.7376"",""4.7278"",""104.14K"",""0.05%"""
"07/16/2019,""4.7265"",""4.7311"",""4.7364"",""4.7278"",""100.61K"",""-0.03%"""
"07/15/2019,""4.7281"",""4.7325"",""4.7367"",""4.7291"",""86.01K"",""0.01%"""
"07/12/2019,""4.7275"",""4.7327"",""4.7365"",""4.7264"",""111.33K"",""-0.03%"""
"07/11/2019,""4.7290"",""4.7327"",""4.7420"",""4.7268"",""121.37K"",""0.00%"""
"07/10/2019,""4.7291"",""4.7286"",""4.7414"",""4.7259"",""113.71K"",""0.09%"""
"07/09/2019,""4.7250"",""4.7223"",""4.7315"",""4.7206"",""116.81K"",""0.14%"""
"07/08/2019,""4.7186"",""4.7232"",""4.7264"",""4.7168"",""96.08K"",""-0.03%"""
"07/05/2019,""4.7199"",""4.7155"",""4.7293"",""4.7122"",""119.47K"",""0.17%"""
"07/04/2019,""4.7117"",""4.7179"",""4.7278"",""4.7073"",""104.15K"",""-0.07%"""
"07/03/2019,""4.7149"",""4.7340"",""4.7394"",""4.7109"",""108.66K"",""-0.33%"""
"07/02/2019,""4.7303"",""4.7315"",""4.7443"",""4.7294"",""112.09K"",""0.04%"""
"07/01/2019,""4.7282"",""4.7242"",""4.7396"",""4.7120"",""105.40K"",""0.18%"""
"06/28/2019,""4.7199"",""4.7226"",""4.7403"",""4.7212"",""103.54K"",""0.01%"""
"06/27/2019,""4.7195"",""4.7195"",""4.7285"",""4.7152"",""104.83K"",""0.09%"""
"06/26/2019,""4.7154"",""4.7185"",""4.7257"",""4.7144"",""113.11K"",""0.02%"""
"06/25/2019,""4.7144"",""4.7210"",""4.7259"",""4.7149"",""116.16K"",""-0.05%"""
"06/24/2019,""4.7168"",""4.7252"",""4.7330"",""4.7144"",""90.06K"",""-0.16%"""
"06/21/2019,""4.7244"",""4.7144"",""4.7309"",""4.7132"",""99.92K"",""0.28%"""
"06/20/2019,""4.7112"",""4.7295"",""4.7344"",""4.7129"",""107.55K"",""-0.31%"""
"06/19/2019,""4.7258"",""4.7211"",""4.7369"",""4.7179"",""93.65K"",""0.17%"""
"06/18/2019,""4.7179"",""4.7224"",""4.7311"",""4.7173"",""91.78K"",""-0.03%"""
"06/17/2019,""4.7191"",""4.7270"",""4.7334"",""4.7174"",""59.03K"",""-0.01%"""
"06/14/2019,""4.7198"",""4.7216"",""4.7272"",""4.7145"",""112.22K"",""0.09%"""
"06/13/2019,""4.7157"",""4.7235"",""4.7341"",""4.7141"",""126.68K"",""-0.11%"""
"06/12/2019,""4.7207"",""4.7196"",""4.7311"",""4.7155"",""126.20K"",""0.07%"""
"06/11/2019,""4.7173"",""4.7164"",""4.7330"",""4.7142"",""123.22K"",""0.08%"""
"06/10/2019,""4.7136"",""4.7143"",""4.7252"",""4.7089"",""98.07K"",""0.01%"""
"06/07/2019,""4.7132"",""4.7211"",""4.7325"",""4.7154"",""107.31K"",""-0.08%"""
"06/06/2019,""4.7170"",""4.7245"",""4.7291"",""4.7150"",""132.97K"",""0.01%"""
"06/05/2019,""4.7167"",""4.7316"",""4.7388"",""4.7166"",""131.41K"",""-0.26%"""
"06/04/2019,""4.7289"",""4.7317"",""4.7415"",""4.7292"",""131.25K"",""0.01%"""
"06/03/2019,""4.7286"",""4.7464"",""4.7544"",""4.7286"",""120.24K"",""-0.42%"""
"05/31/2019,""4.7486"",""4.7556"",""4.7583"",""4.7396"",""155.70K"",""-0.05%"""
"05/30/2019,""4.7510"",""4.7597"",""4.7637"",""4.7495"",""140.47K"",""-0.09%"""
"05/29/2019,""4.7551"",""4.7614"",""4.7665"",""4.7569"",""157.22K"",""-0.07%"""
"05/28/2019,""4.7582"",""4.7644"",""4.7664"",""4.7567"",""141.60K"",""-0.05%"""
"05/27/2019,""4.7605"",""4.7544"",""4.7663"",""4.7511"",""105.90K"",""0.12%"""
"05/24/2019,""4.7550"",""4.7590"",""4.7655"",""4.7550"",""122.66K"",""0.02%"""
"05/23/2019,""4.7541"",""4.7625"",""4.7664"",""4.7564"",""143.44K"",""-0.10%"""
"05/22/2019,""4.7590"",""4.7667"",""4.7697"",""4.7589"",""130.37K"",""-0.01%"""
"05/21/2019,""4.7593"",""4.7614"",""4.7722"",""4.7565"",""137.29K"",""0.03%"""
"05/20/2019,""4.7577"",""4.7602"",""4.7670"",""4.7554"",""108.60K"",""-0.04%"""
"05/17/2019,""4.7596"",""4.7615"",""4.7670"",""4.7576"",""129.49K"",""0.04%"""
"05/16/2019,""4.7577"",""4.7618"",""4.7683"",""4.7578"",""139.16K"",""0.01%"""
"05/15/2019,""4.7574"",""4.7641"",""4.7739"",""4.7568"",""137.77K"",""-0.06%"""
"05/14/2019,""4.7602"",""4.7621"",""4.7680"",""4.7566"",""119.28K"",""0.04%"""
"05/13/2019,""4.7583"",""4.7628"",""4.7664"",""4.7556"",""113.97K"",""0.04%"""
"05/10/2019,""4.7562"",""4.7634"",""4.7664"",""4.7544"",""160.14K"",""0.00%"""
"05/09/2019,""4.7564"",""4.7571"",""4.7660"",""4.7525"",""171.47K"",""0.06%"""
"05/08/2019,""4.7536"",""4.7560"",""4.7635"",""4.7536"",""165.09K"",""0.03%"""
"05/07/2019,""4.7521"",""4.7555"",""4.7627"",""4.7483"",""169.14K"",""0.01%"""
"05/06/2019,""4.7516"",""4.7495"",""4.7593"",""4.7308"",""143.36K"",""0.15%"""
"05/03/2019,""4.7444"",""4.7611"",""4.7640"",""4.7478"",""139.68K"",""-0.27%"""
"05/02/2019,""4.7571"",""4.7612"",""4.7629"",""4.7537"",""140.94K"",""0.06%"""
"05/01/2019,""4.7541"",""4.7567"",""4.7650"",""4.7534"",""111.22K"",""0.01%"""
"04/30/2019,""4.7536"",""4.7606"",""4.7639"",""4.7531"",""129.03K"",""-0.07%"""
"04/29/2019,""4.7569"",""4.7601"",""4.7646"",""4.7503"",""85.68K"",""0.05%"""
"04/26/2019,""4.7543"",""4.7558"",""4.7661"",""4.7508"",""134.91K"",""0.06%"""
"04/25/2019,""4.7515"",""4.7590"",""4.7631"",""4.7530"",""164.92K"",""-0.02%"""
"04/24/2019,""4.7525"",""4.7593"",""4.7632"",""4.7510"",""195.59K"",""-0.07%"""
"04/23/2019,""4.7558"",""4.7566"",""4.7662"",""4.7529"",""166.93K"",""0.06%"""
"04/22/2019,""4.7528"",""4.7576"",""4.7624"",""4.7541"",""97.53K"",""-0.05%"""
"04/19/2019,""4.7550"",""4.7641"",""4.7646"",""4.7534"",""124.48K"",""-0.01%"""
"04/18/2019,""4.7556"",""4.7635"",""4.7680"",""4.7561"",""173.40K"",""-0.07%"""
"04/17/2019,""4.7588"",""4.7593"",""4.7674"",""4.7539"",""171.31K"",""0.06%"""
"04/16/2019,""4.7560"",""4.7578"",""4.7651"",""4.7544"",""153.76K"",""-0.01%"""
"04/15/2019,""4.7564"",""4.7596"",""4.7655"",""4.7567"",""121.62K"",""0.00%"""
"04/12/2019,""4.7563"",""4.7536"",""4.7659"",""4.7497"",""169.19K"",""0.13%"""
"04/11/2019,""4.7502"",""4.7564"",""4.7632"",""4.7487"",""171.79K"",""-0.06%"""
"04/10/2019,""4.7530"",""4.7593"",""4.7652"",""4.7538"",""171.45K"",""-0.05%"""
"04/09/2019,""4.7555"",""4.7551"",""4.7641"",""4.7451"",""172.21K"",""0.18%"""
"04/08/2019,""4.7470"",""4.7530"",""4.7559"",""4.7444"",""130.24K"",""-0.02%"""
"04/05/2019,""4.7479"",""4.7474"",""4.7580"",""4.7442"",""166.74K"",""0.09%"""
"04/04/2019,""4.7435"",""4.7545"",""4.7605"",""4.7446"",""175.63K"",""-0.15%"""
"04/03/2019,""4.7507"",""4.7585"",""4.7632"",""4.7516"",""185.19K"",""-0.09%"""
"04/02/2019,""4.7549"",""4.7649"",""4.7687"",""4.7546"",""184.77K"",""-0.11%"""
"04/01/2019,""4.7602"",""4.7737"",""4.7856"",""4.7583"",""144.58K"",""-0.22%"""
"03/29/2019,""4.7705"",""4.7656"",""4.7829"",""4.7568"",""180.77K"",""0.14%"""
"03/28/2019,""4.7637"",""4.7609"",""4.7698"",""4.7554"",""191.37K"",""0.17%"""
"03/27/2019,""4.7558"",""4.7544"",""4.7687"",""4.7500"",""198.60K"",""0.13%"""
"03/26/2019,""4.7497"",""4.7552"",""4.7621"",""4.7498"",""178.84K"",""-0.04%"""
"03/25/2019,""4.7515"",""4.7601"",""4.7620"",""4.7468"",""139.04K"",""-0.09%"""
"03/22/2019,""4.7558"",""4.7565"",""4.7615"",""4.7434"",""198.25K"",""0.08%"""
"03/21/2019,""4.7520"",""4.7551"",""4.7607"",""4.7516"",""191.36K"",""0.02%"""
"03/20/2019,""4.7512"",""4.7617"",""4.7669"",""4.7514"",""184.66K"",""-0.13%"""
"03/19/2019,""4.7575"",""4.7552"",""4.7653"",""4.7484"",""176.97K"",""0.12%"""
"03/18/2019,""4.7519"",""4.7559"",""4.7607"",""4.7492"",""130.21K"",""-0.04%"""
"03/15/2019,""4.7539"",""4.7620"",""4.7691"",""4.7524"",""188.76K"",""-0.09%"""
"03/14/2019,""4.7583"",""4.7758"",""4.7814"",""4.7603"",""216.79K"",""-0.28%"""
"03/13/2019,""4.7716"",""4.7766"",""4.7811"",""4.7602"",""203.55K"",""-0.02%"""
"03/12/2019,""4.7726"",""4.7509"",""4.7807"",""4.7425"",""201.14K"",""0.55%"""
"03/11/2019,""4.7465"",""4.7429"",""4.7604"",""4.7423"",""146.16K"",""0.06%"""
"03/08/2019,""4.7438"",""4.7435"",""4.7532"",""4.7381"",""178.64K"",""0.02%"""
"03/07/2019,""4.7429"",""4.7446"",""4.7496"",""4.7371"",""182.04K"",""-0.04%"""
"03/06/2019,""4.7448"",""4.7474"",""4.7538"",""4.7409"",""189.88K"",""-0.05%"""
"03/05/2019,""4.7470"",""4.7393"",""4.7538"",""4.7316"",""194.99K"",""0.16%"""
"03/04/2019,""4.7396"",""4.7509"",""4.7584"",""4.7354"",""150.79K"",""-0.21%"""
"03/01/2019,""4.7498"",""4.7509"",""4.7543"",""4.7383"",""199.93K"",""0.08%"""
"02/28/2019,""4.7458"",""4.7415"",""4.7504"",""4.7331"",""208.99K"",""0.11%"""
"02/27/2019,""4.7408"",""4.7617"",""4.7671"",""4.7302"",""202.48K"",""-0.52%"""
"02/26/2019,""4.7657"",""4.7698"",""4.7702"",""4.7591"",""196.18K"",""-0.01%"""
"02/25/2019,""4.7661"",""4.7572"",""4.7679"",""4.7539"",""172.49K"",""0.07%"""
"02/22/2019,""4.7629"",""4.7622"",""4.7678"",""4.7562"",""201.76K"",""0.02%"""
"02/21/2019,""4.7618"",""4.7533"",""4.7660"",""4.7499"",""213.61K"",""0.18%"""
"02/20/2019,""4.7531"",""4.7485"",""4.7621"",""4.7436"",""202.23K"",""0.11%"""
"02/19/2019,""4.7477"",""4.7454"",""4.7531"",""4.7411"",""184.93K"",""0.04%"""
"02/18/2019,""4.7459"",""4.7373"",""4.7507"",""4.7365"",""139.31K"",""0.12%"""
"02/15/2019,""4.7404"",""4.7374"",""4.7492"",""4.7324"",""201.25K"",""0.05%"""
"02/14/2019,""4.7378"",""4.7432"",""4.7524"",""4.7370"",""205.82K"",""-0.07%"""
"02/13/2019,""4.7409"",""4.7480"",""4.7568"",""4.7386"",""202.30K"",""-0.15%"""
"02/12/2019,""4.7480"",""4.7462"",""4.7535"",""4.7370"",""191.72K"",""0.08%"""
"02/11/2019,""4.7443"",""4.7499"",""4.7507"",""4.7351"",""156.57K"",""-0.12%"""
"02/08/2019,""4.7499"",""4.7442"",""4.7538"",""4.7401"",""201.37K"",""0.06%"""
"02/07/2019,""4.7472"",""4.7397"",""4.7498"",""4.7341"",""213.41K"",""0.15%"""
"02/06/2019,""4.7401"",""4.7420"",""4.7496"",""4.7367"",""227.69K"",""-0.11%"""
"02/05/2019,""4.7454"",""4.7530"",""4.7626"",""4.7397"",""222.75K"",""-0.15%"""
"02/04/2019,""4.7523"",""4.7534"",""4.7610"",""4.7480"",""153.74K"",""-0.03%"""
"02/01/2019,""4.7538"",""4.7360"",""4.7645"",""4.7298"",""210.35K"",""0.38%"""
"01/31/2019,""4.7359"",""4.7466"",""4.7534"",""4.7183"",""222.86K"",""-0.23%"""
"01/30/2019,""4.7470"",""4.7603"",""4.7694"",""4.7455"",""231.84K"",""-0.28%"""
"01/29/2019,""4.7602"",""4.7767"",""4.7808"",""4.7523"",""224.28K"",""-0.31%"""
"01/28/2019,""4.7749"",""4.7588"",""4.7801"",""4.7545"",""197.93K"",""0.33%"""
"01/25/2019,""4.7592"",""4.7706"",""4.7766"",""4.7569"",""214.89K"",""-0.24%"""
"01/24/2019,""4.7706"",""4.7667"",""4.7840"",""4.7472"",""181.75K"",""0.07%"""
"01/23/2019,""4.7675"",""4.7671"",""4.7799"",""4.7406"",""192.17K"",""0.00%"""
"01/22/2019,""4.7674"",""4.7090"",""4.7779"",""4.7037"",""210.82K"",""1.21%"""
"01/21/2019,""4.7104"",""4.7075"",""4.7232"",""4.7012"",""169.62K"",""0.13%"""
"01/18/2019,""4.7041"",""4.6976"",""4.7097"",""4.6899"",""201.21K"",""0.14%"""
"01/17/2019,""4.6974"",""4.6898"",""4.7001"",""4.6825"",""223.60K"",""0.13%"""
"01/16/2019,""4.6914"",""4.6830"",""4.6932"",""4.6778"","""",""0.21%"""
"01/15/2019,""4.6817"",""4.6815"",""4.6928"",""4.6730"","""",""-0.03%"""
"01/14/2019,""4.6833"",""4.6814"",""4.6884"",""4.6684"","""",""0.05%"""
"01/11/2019,""4.6809"",""4.6788"",""4.6929"",""4.6742"",""211.64K"",""0.04%"""
"01/10/2019,""4.6788"",""4.6739"",""4.6862"",""4.6689"","""",""0.13%"""
"01/09/2019,""4.6727"",""4.6707"",""4.6805"",""4.6662"","""",""0.06%"""
